key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
7,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Greetings, adventurer. I deal in the issuing of guildleves.","My apologies, <hex:02080FE905FF06>ma'am<hex:FF04>sir<hex:03>, but I am not authorized to issue guildleves to those as new to adventuring as you appear to be. Perhaps you should <hex:0209C4E802FF50>return to Limsa Lominsa and speak with Baderon Tenfingers of the Drowning Wench<hex:FF47>return to Gridania and speak with Mother Miounne of the Carline Canopy<hex:FF27>speak with Momodi Modi across the hall<hex:03> and see if <hex:020911E802FF03>he<hex:FF04>she<hex:FF04>she<hex:03> cannot point you in the right direction.","May the Traders see you to fortune.","My apologies, <hex:02080FE905FF06>ma'am<hex:FF04>sir<hex:03>, but I am not authorized to issue guildleves to those as new to adventuring as you appear to be. It might serve you well to step outside the city walls and see the world before running headlong into tasks that will only put your precious life in danger.","I take it the quest was a success. Or, at least that is what the levewatches tell me. I have your reward right here.","0","0","Ah, and the extra coin─that is the bounty you earned by slaying the wanted target. The Brass Blades extend their gratitude for your service to the sultanate."
8,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"The realm is always in need of eager volunteers to tend to those tedious tasks which need tending. You have a certain air of eagerness about you. Try your hand at a levequest?","You appear eager to serve the realm. This is good! Unfortunately, you do not appear to be of body <hex:021A020203>or<hex:021A020103> mind to serve her that well. This is bad. Speak with <hex:020924E802FF08>Baderon<hex:FF0F>Mother Miounne<hex:FF07>Momodi<hex:03> to see if there is any way we might loosen this knotty situation we find ourselves in.","For coin and country!","You appear eager to serve the realm. This is good! Unfortunately, you do not appear to be of body <hex:021A020203>or<hex:021A020103> mind to serve her that well. This is bad. Whet your blade...or bow, or staff, or whatever may be your weapon of choice on some of the poor creatures crawling about the area and speak to me again when you are ready to take on the world...or at least the world immediately outside the city walls.","The levewatches were impressed, <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>! Here is your well-earned reward!","0","0","Oh, and don't let me forget this bounty. That was a noble display out there!"
9,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Good <hex:020839E3E90C0DFF1B><hex:020817E3E90C05FF08>evening<hex:FF08>morning<hex:03><hex:FF17><hex:020813E3E90C12FF04>day<hex:FF08>evening<hex:03><hex:03> to you, adventurer. And a fine <hex:020839E3E90C0DFF1B><hex:020817E3E90C05FF08>evening<hex:FF08>morning<hex:03><hex:FF17><hex:020813E3E90C12FF04>day<hex:FF08>evening<hex:03><hex:03> it is, I say. A fine <hex:020839E3E90C0DFF1B><hex:020817E3E90C05FF08>evening<hex:FF08>morning<hex:03><hex:FF17><hex:020813E3E90C12FF04>day<hex:FF08>evening<hex:03><hex:03> for a levequest!","Good <hex:020839E3E90C0DFF1B><hex:020817E3E90C05FF08>evening<hex:FF08>morning<hex:03><hex:FF17><hex:020813E3E90C12FF04>day<hex:FF08>evening<hex:03><hex:03> to you, adventurer. And a fine <hex:020839E3E90C0DFF1B><hex:020817E3E90C05FF08>evening<hex:FF08>morning<hex:03><hex:FF17><hex:020813E3E90C12FF04>day<hex:FF08>evening<hex:03><hex:03> it is, I say. A fine <hex:020839E3E90C0DFF1B><hex:020817E3E90C05FF08>evening<hex:FF08>morning<hex:03><hex:FF17><hex:020813E3E90C12FF04>day<hex:FF08>evening<hex:03><hex:03> to march back to the Adventurers' Guild in <hex:02091CE802FF06>Limsa<hex:FF09>Gridania<hex:FF07>Ul'dah<hex:03> and set yourself straight with <hex:020934E802FF13>Baderon Tenfingers<hex:FF0F>Mother Miounne<hex:FF0C>Momodi Modi<hex:03>. Only then will I let you partake in some of these fine guildleves I hold here.","Off you are then! Time is of the essence!","Good <hex:020839E3E90C0DFF1B><hex:020817E3E90C05FF08>evening<hex:FF08>morning<hex:03><hex:FF17><hex:020813E3E90C12FF04>day<hex:FF08>evening<hex:03><hex:03> to you, adventurer. And a fine <hex:020839E3E90C0DFF1B><hex:020817E3E90C05FF08>evening<hex:FF08>morning<hex:03><hex:FF17><hex:020813E3E90C12FF04>day<hex:FF08>evening<hex:03><hex:03> it is, I say. A fine <hex:020839E3E90C0DFF1B><hex:020817E3E90C05FF08>evening<hex:FF08>morning<hex:03><hex:FF17><hex:020813E3E90C12FF04>day<hex:FF08>evening<hex:03><hex:03> to march back out into the field. Only then will I let you partake in some of these fine guildleves I hold here.","I see the desert heat wasn't too much for you. Here is your reward. See that you don't spend it all at the pub!","0","0","Oh, and the bounty! It almost slipped my mind. I believe you'll be wanting this, as well. Unless, that is, you don't, because I would be more than happy to─ You <hex:021A020203>do<hex:021A020103> want it, then. Alright. I suppose that's only fair, considering <hex:021A020203>you<hex:021A020103> were the one who killed the fiend."
10,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"A lonely place, this Swiftperch. That don't mean there ain't work to be done.","A lonely place, this Swiftperch. That don't mean there ain't work to be done...just not by the likes of an unbloodied fry like yerself. Till <hex:02093CE802FF17>ol' Baderon Tenfingers<hex:FF0F>Mother Miounne<hex:FF10>wee Momodi Modi<hex:03> hasn't signed off on ye, I'll entrust the safety of this godsforsaken corner of the realm to more capable hands.","I've me eye on ye and all, <hex:02080EE905FF05>lass<hex:FF04>lad<hex:03>. See the job's done right, like.","A lonely place, this Swiftperch. That don't mean there ain't work to be done...just not by the likes of an unbloodied fry like yerself. Till ye've shown ye can hold yer own, I'll entrust the safety of this godsforsaken corner of the realm to more capable hands.","A fair lick, that were. Let me ready yer coin now, so as ye can be on yer way.","0","0","Ah, but not afore ye take this bounty. I saw what ye did up there to the wanted cur, like. Not fleyed, were ye?"
11,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"I suppose you're here lookin' for some leves. Well, take your pick. But be quick about it. I haven't all day.","Let me ask you someaught. Do you like this hat? I like this hat. It took me ten summers of lickin' ol' Baderon's boot to get this hat─a <hex:021A020203>levemete's<hex:021A020103> hat. I'd like to keep this hat, and doin' so means I's got to follow the rules. And rule number one? No leves to those what ain't proved them sen. Now back to the Adventurers' Guild with you.","Best of luck to you, then. If I'm not here when you get back, might be I'm in the pub.","Let me ask you someaught. Do you like this hat? I like this hat. It took me ten summers of lickin' ol' Baderon's boot to get this hat─a <hex:021A020203>levemete's<hex:021A020103> hat. I'd like to keep this hat, and doin' so means I's got to follow the rules. And rule number one? No leves to those what ain't proved them sen. Now back out into the bloody battlefields with you.","You'll not get a single gil from me while the leve's─ Hold on a tick... The levewatch tells me all is right as rain. I'll ready your reward.","0","0","Then there's the wee matter of this bounty. I reckon you'll be lookin' to claim it."
12,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"You look to be of able mind and body. Might I interest you in a guildleve?","I sense a certain weakness of both body and mind. I cannot assign a guildleve to one such as yourself. Perhaps good Mother Miounne has a task or two with which you might prove your skills.","The spirits are ever watching, my friend. Prove to them you are worthy of the duty you have been entrusted.","I sense a certain weakness of both body and mind. I cannot assign a guildleve to one such as yourself. Perhaps you might prove your skills on some lesser foes before attempting to take on those which lurk nearby.","You return in one piece, so I can only assume that the spirits approve of your deeds. Allow me to prepare your reward.","0","0","And what is this? A little bird tells me that you have dispatched a wanted villain. That would make this bounty yours, as well."
13,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"The people here need any and all help that happens their way. Might you be here to lend your blade?","The people of Little Ala Mhigo are in dire need of aid, but only from those with the capacity to give it. <hex:020934E802FF13>Baderon Tenfingers<hex:FF0F>Mother Miounne<hex:FF0C>Momodi Modi<hex:03> will decide whether or not you are worthy. I suggest speaking with <hex:020912E802FF04>him<hex:FF04>her<hex:FF04>her<hex:03> if you ever wish to embark on a levequest.","May you return unharmed.","The people of Little Ala Mhigo are in dire need of aid, but only from those with the capacity to give it. Prove you have that capacity in the field first if you ever wish to embark on one of our levequests.","You appear none the worse for wear. This reward should help lift your spirits.","0","0","As will this bounty for the wanted target you put down. A true menace, that character was."
14,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Back looking for work to fund that wine habit, are we?","Let me guess─you journeyed all the way to Wineport looking for a nice drop of our finest red, before realizing your purse was naught but a den of lint and pebbles, and now you seek employment. Well, while there is work to be had, you shall be getting none of it until I have received word from <hex:020934E802FF13>Baderon Tenfingers<hex:FF0F>Mother Miounne<hex:FF0C>Momodi Modi<hex:03> regarding your commitment to the Adventurers' Guild.","The wine will be waiting when you return.","Let me guess─you journeyed all the way to Wineport looking for a nice drop of our finest red, before realizing your purse was naught but a den of lint and pebbles, and now you seek employment. Well, while there is work to be had, you shall be getting none of it until you have proven yourself able to bear the burden a harsh environ such as this can present.","You continue to prove yourself a competent...and sober choice for our clients. Keep up the fine work, <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>.","0","0","That you can find time to slay wanted targets while completing leve objectives will only help to solidify you as <hex:021A020203>the<hex:021A020103> adventurer to choose when needing a task handled promptly and properly. Here is the bounty for this outing's find."
15,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Have you further interest in aiding the region through levequests?","I sense you have an interest in serving the region. Yet, though even a blind man could see your zeal, I am afraid I must turn you away. You see, my registers do not include your name, and only a recommendation from <hex:020934E802FF13>Baderon Tenfingers<hex:FF0F>Mother Miounne<hex:FF0C>Momodi Modi<hex:03> of the Adventurers' Guild in <hex:020928E802FF0E>Limsa Lominsa<hex:FF0D>New Gridania<hex:FF07>Ul'dah<hex:03> can see your name added.","May the Fury give you strength.","I sense you have an interest in serving the region. Yet, though even a blind man could see your zeal, I am afraid I must turn you away. You see, I could not, in good conscience, send a <hex:02080FE905FF06>woman<hex:FF04>man<hex:03> of your inexperience into the field, knowing you might never return.","The levewatches spoke once again of your skill and valor. Your service to Ishgard is a blessing from the Fury Herself.","0","0","And I see She gave you strength to overcome additional hardship. Your claim on this bounty is undeniable. It has truly been an honor, <hex:02080FE905FF06>madam<hex:FF04>sir<hex:03>."
16,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Ah, <hex:02080CE905FF04>she<hex:FF03>he<hex:03>-who-is-not-an-adventurer. Or perhaps is. Have you come for a leve, by chance?","Greetings, adventurer. How might I know you are an adventurer and not of some other noble profession? Why that is simple. We levemetes serve the Adventurers' Guild and are trained to distinguish diamonds from debris...and while you are most certainly a gem, I only put my trust in those who have been properly appraised by <hex:020934E802FF13>Baderon Tenfingers<hex:FF0F>Mother Miounne<hex:FF0C>Momodi Modi<hex:03>.","As the locals would say, may the Fury give you strength and all that.","Greetings, adventurer. How might I know you are an adventurer and not of some other noble profession? Why that is simple. We levemetes serve the Adventurers' Guild and are trained to distinguish diamonds from debris...and while you are most certainly a gem, you could use a few more turns on the grinder...for lack of a better metaphor.","Another job well done, adventurer. You do not mind me calling you by that moniker, do you?","0","0","Why, who other than an adventurer would have been able to slay a wanted target <hex:021A020203>in addition<hex:021A020103> to completing <hex:02080DE905FF04>her<hex:FF04>his<hex:03> levequest duties? The bounty is yours!"
17,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"You have the air of a <hex:02080FE905FF06>woman<hex:FF04>man<hex:03> who has seen <hex:02080DE905FF04>her<hex:FF04>his<hex:03> share of adventure. If you are interested, I may have the perfect job for you.","I am Merthelin of the Adventurers' Guild. I am tasked with meting out guildleves to those who have proven themselves to guildmaster <hex:020934E802FF13>Baderon Tenfingers<hex:FF0F>Mother Miounne<hex:FF0C>Momodi Modi<hex:03>...which you have not.","Make your preparations quickly and proceed with the task at hand. Your clients will be awaiting word of your success.","I am Merthelin of the Adventurers' Guild. I am tasked with meting out guildleves to those with the capacity to face the creatures of Tranquil Paths and return with their lives...which you do not seem to possess.","Your work today is commendable. I shall see you recompensed at once.","0","0","Indeed, you have gone above and beyond the call of duty, what with slaying that wanted dastard. Here, the bounty is yours to take."
18,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"<sigh> What did I ever do to deserve this post─ Ah, you there! I recall you as a regular <hex:02080FE905FF06>woman<hex:FF04>man<hex:03> of action. Might I interest you in another guildleve?","<sigh> Why anyone would <hex:021A020203>choose<hex:021A020103> to come to a place such as th─ Ah, you there! You look to be a <hex:02080FE905FF06>woman<hex:FF04>man<hex:03> of action. Might I suggest that before entertaining any grand ideas about saving Bluefog from the fetters of evil that you “act” upon my suggestion of gaining the trust of Adventurers' Guild proprietor <hex:020934E802FF13>Baderon Tenfingers<hex:FF0F>Mother Miounne<hex:FF0C>Momodi Modi<hex:03>? Then, I might be able to accommodate your whims.","Remember, if you die, you cannot claim your reward! Good luck!","<sigh> Why anyone would <hex:021A020203>choose<hex:021A020103> to come to a place such as th─ Ah, you there! You look to be a <hex:02080FE905FF06>woman<hex:FF04>man<hex:03> of action... Though, upon closer inspection, you do not appear to have <hex:021A020203>seen<hex:021A020103> much of the stuff. My leves require those who undertake them to put the “act” in “action.” I cannot offer them to one not even ready to spell “act,” let alone...<hex:021A020203>act<hex:021A020103> act.","The <hex:02080FE905FF06>woman<hex:FF04>man<hex:03> of action has returned with another leve under <hex:02080DE905FF04>her<hex:FF04>his<hex:03> belt! So, then. Are you ready to be <hex:021A020203>richly<hex:021A020103> recompensed for services rendered?","0","0","And what is this? The levewatch informs me that you have slain a wanted target. Huzzah and hurrah. The bounty is claimed!"
19,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Western Thanalan needs your help. Are you <hex:02080FE905FF06>woman<hex:FF04>man<hex:03> enough to give it?","Western Thanalan needs your help, but I've seen more worthy tumbleweeds roll through the Crossing. You should climb your way back to the Adventurers' Guild and make yourself known to the guildmaster. Once I have the approval of the guild, then I might be able to accommodate you with a leve or two.","Good luck and godsspeed!","Western Thanalan needs your help, but I've seen more worthy tumbleweeds roll through the Crossing. You should step out from behind your mummy's frillies and bloody that weapon of yours. Once I find you fit, then I might consider entrusting you with a leve or two.","I see you are still with us in the realm of Nald. Thal will be disappointed, but He always is. Here is your reward.","0","0","And with it, the bounty you earned for slaying that wanted target. Impressive work, <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0203>. Quite impressive."
20,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Here for work, are you? You and everyone else, it seems. Good thing we have a lot of it.","Here for work, are you? You and everyone else, it seems. The only difference being that they have been approved by <hex:020934E802FF13>Baderon Tenfingers<hex:FF0F>Mother Miounne<hex:FF0C>Momodi Modi<hex:03> of the Adventurers' Guild, and you have not.","See to it then.","Here for work, are you? You and everyone else, it seems. The only difference being that they have been approved by me, and you have not. How does one get approval, you ask? Killing, maiming, disemboweling, rending, cleaving, culling. The usual.","The levewatches have reported and I've adjusted your pay accordingly. No complaints, you hear? I get enough from the two mummers flanking me.","0","0","Oh, and the bounty. You didn't think I would forget, did you? Did you?"
21,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Another adventurer, eh? A man can move to the very edge of the realm and he'll still bump into one of your kind. I suppose it's not all bad, though. Especially when there are leves to be done.","Used to be a 'Cuda. Manned the camp right beyond Limsa... Manned it that is, till I lost my big toe. A chunk of Dalamud fell straight on it. Consider myself lucky, though. Another ilm to the left, I'd have lost a lot more than that. Now, as for you... I've no leves for you. <hex:020929E802FF08>Baderon<hex:FF0F>Mother Miounne<hex:FF0C>Momodi Modi<hex:03>'s orders. Haul your arse back to the Adventurers' Guild if you've a problem with that.","Till sea swallows <hex:021A020203>you<hex:021A020103>! Gah hah hah!","Used to be a 'Cuda. Manned the camp right beyond Limsa... Manned it that is, till I lost my big toe. A chunk of Dalamud fell straight on it. Consider myself lucky, though. Another ilm to the left, I'd have lost a lot more than that. Now, as for you... I've no leves for you. <hex:020929E802FF08>Baderon<hex:FF0F>Mother Miounne<hex:FF0C>Momodi Modi<hex:03> made it clear I'm to issue no quests to those without at least a few scars to prove their worth.","Look who's returned all giddy as a gil turtle. Now take the coin and be off with you.","0","0","And one last thing before you go─your share of the bounty. Unless you think I should keep it? Gah hah hah!"
22,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Well met. Let us find a leve that suits your talents.","The Adventurers' Guild has strict rules on who can and cannot partake in levequests. You fall in the latter half, as you have not received specific permission from guildmaster <hex:020929E802FF08>Baderon<hex:FF0F>Mother Miounne<hex:FF0C>Momodi Modi<hex:03>.","May the Navigator guide you!","The Adventurers' Guild has strict rules on who can and cannot partake in levequests. You fall in the latter half, as you have yet to prove yourself capable of handling the type of tasks I offer. Hone your skills in battle, and I may reconsider.","You were quick to return. The levemetes have only just reported your accomplishments. Allow me a moment to prepare your reward.","0","0","And here is the bounty for the wanted target. It would be a shame if your efforts went unrecognized."
23,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Mor Dhona is a hard place, and it takes an even harder <hex:02080FE905FF06>woman<hex:FF04>man<hex:03> to survive the challenges that lurk amidst its deadly beauty. You don't appear soft, but appearances aren't everything. We shall let Mor Dhona decide if you are truly worthy.","Mor Dhona is a hard place, and it takes an even harder <hex:02080FE905FF06>woman<hex:FF04>man<hex:03> to survive the challenges that lurk amidst its deadly beauty. Your body may have weathered the journey here, and you may have the skill to overcome the hardships of this forsaken land. But, whether you can be trusted to fulfill the tasks I offer is not for me to decide. I leave that to guildmaster <hex:020929E802FF08>Baderon<hex:FF0F>Mother Miounne<hex:FF0C>Momodi Modi<hex:03>.","Mor Dhona is an unforgiving place, and may prove an even more formidable foe than the leve objectives themselves. You would do well not to forget this.","Mor Dhona is a hard place, and it takes an even harder <hex:02080FE905FF06>woman<hex:FF04>man<hex:03> to survive the challenges that lurk amidst its deadly beauty. I know not how one of such little experience may have found me, but I cannot allow you any of my leves, simply because I fear you incapable of completing any of them alive.","Ask any adventurer and they will tell you, a successful Mor Dhonan levequest is one you come back from alive.","0","0","To slay a wanted target in addition to returning alive is nothing short of a miracle. If anyone deserved this bounty, it is you."
24,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"I am Storm Sergeant First Class Eugene Rivers, charged with the issuing of Grand Company levequests.","I am not authorized to issue quests to those who have yet to prove themselves to the realm. Perhaps you should try your hand at several guildleves from the local Adventurers' Guild.","May the Navigator guide you, <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03> <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0303>!","I am not authorized to issue quests to those who have yet to prove themselves to the realm. Perhaps you should try your hand at several guildleves from the local Adventurers' Guild.","Your contribution has been noted, <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03> <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0303>, and your seals prepared.","Someone high up believed that it would be a fine idea to allow members from any Grand Company to accept leves meant for the Maelstrom. I personally do not agree, but I have my orders. They did <hex:021A020203>not<hex:021A020103> mention aught of allowing those adventurers who had yet to pledge their allegiance to even the lowly Order of the Twin Adder, let alone the mighty Maelstrom.","0","0"
25,False,False,False,False,False,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,"Storm Sergeant First Class C'lafumyn Quoh. I have been given authorization to issue Grand Company levequests.","I will not issue Grand Company levequests to those who have not even completed a single leve for the Adventurers' Guild.","May the Navigator guide you, <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03> <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0303>!","I will not issue Grand Company levequests to those who have not even completed a single leve for the Adventurers' Guild.","I have received a full report of your efforts, <hex:020825E1E93501FF1D><hex:022819FF14>GCRankLimsaMaleText<hex:E9350103><hex:FF01><hex:03><hex:020828E1E93601FF20><hex:02281CFF17>GCRankGridaniaMaleText<hex:E9360103><hex:FF01><hex:03><hex:020825E1E93701FF1D><hex:022819FF14>GCRankUldahMaleText<hex:E9370103><hex:FF01><hex:03> <hex:022C0DFF07><hex:022903EB0203><hex:FF02> <hex:0303> and prepared your seals accordingly.","You do not appear to be affiliated with any of the Grand Companies of Eorzea. The leves I issue are only for those who have pledged to serve the realm.","I cannot issue company levequests to those who have not attained the rank of sergeant third class. I have my orders.","0"
